Title,Title_URL,Image,Info,badgetext,ratingdate,partial_entry,View,Number,note,viamobile,talnk
Very mediocre,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r467477580-Lanna_Thai_Restaurant-Melbourne_Victoria.html,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",runners_10,41 reviews,Reviewed 15 March 2017 ,"In all honesty I don't know how this place survives next to the quality joint beside it. 
The Red Curry was essentially coconut milk with chicken and microwave veggies in it. Not spicy, not tasty, just something an aussie could cook out of a jar...from the supermarket.
The rice was barely enough for me let alone the two of us! 
Nothing worse than a bad Thai meal!More",Date of visit: March 2017,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,More
Good Asian food,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r463886550-Lanna_Thai_Restaurant-Melbourne_Victoria.html,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",GandC1948,158 reviews,Reviewed 2 March 2017 ,"We had eaten a lot of standard Oz food for a week and decided to try this place. Great to have fresh, tasty Asian food for a change. Tom Kha Gai, Fried Mushrooms, Penang Curry and BBQ pork, a perfect meal for us
Good service...and $3 corkage. The IGA grog shop close by is not cheap.More",Date of visit: March 2017,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Don't go there the food is tasteless and not fresh,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r456618745-Lanna_Thai_Restaurant-Melbourne_Victoria.html,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",hellofaflight,108 reviews,Reviewed 2 February 2017 ,"The food is bland.  Chilli is flakes not even fresh.  Rice is a ripoff and tastes like it is a week old, dry and overlooked not fluffy white Jasmine.  The curry is only sauce very little vegetables and the seafood dishes are made with frozen...seafood.  Service is terrible they are not friendly.  The place next door Mum Mum Thai is much betterMore",Date of visit: February 2017,1  ,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,More
This Thai Restaurant,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r452518393-Lanna_Thai_Restaurant-Melbourne_Victoria.html,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",617annier,108 reviews,Reviewed 17 January 2017 ,"Is not far from where I live, I love Thai, and this place gives me that taste that I haven't been able to find elsewhere yet.",Date of visit: December 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,
Okay Dinner,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r444738137-Lanna_Thai_Restaurant-Melbourne_Victoria.html,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",johngreenwood1982,198 reviews,Reviewed 17 December 2016 ,"I went here for dinner on the spur of the moment. I ordered the chicken satay and beef massaman. The satay was reasonable along with massaman. 

Although it wasn't terrible it wasn't great either. 

I would go back for a second try but would try...others first.More",Date of visit: December 2016,1  ,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,More
Amazing Thai Food,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r424884352-Lanna_Thai_Restaurant-Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/07/45/bd/8b/amanda-b.jpg,D4457PYamandab,26 reviews,Reviewed 4 October 2016 ,We went in with no expectations. Absolutely amazing food with amazing presentation! Would recommend!,Date of visit: September 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,
Quick,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r419118780-Lanna_Thai_Restaurant-Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e2/a7/default-avatar-2020-44.jpg,Elise B,4 reviews,Reviewed 16 September 2016 ,Order was prepared in timely manner and very nice - staff friendly and food was tasty. Price was reasonable and close to the hospital.,Date of visit: August 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,
Favourite Thai Food,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r415962896-Lanna_Thai_Restaurant-Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/eb/a3/default-avatar-2020-38.jpg,NinaMareeM,4 reviews,Reviewed 8 September 2016 ,"Service is wonderful, food is amazing, great prices, this is the best Thai restaurant I have been to !",Date of visit: August 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,
Great Thai food in a pinch!!,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r410519763-Lanna_Thai_Restaurant-Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f1/b8/default-avatar-2020-22.jpg,Dogra11,212 reviews,Reviewed 25 August 2016 ,"They have a good menu with lunch specials with good size portions which I will say was a good deal.

Ordered few items from regular menu as well for comparison and was pleasantly surprised the food was consistent with correct amount of spice. 

Wait staff...More",Date of visit: August 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,More
Get together,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r390352049-Lanna_Thai_Restaurant-Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f1/06/default-avatar-2020-18.jpg,Michelle S,6 reviews,Reviewed 8 July 2016 ,Quality of food is superb. Favourite Thai restaurant. Ideally positioned for a good meal while family stayed long term in hospital. Good service and although small restaurant child friendly too.,Date of visit: June 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,
Tasty food. Strange atmosphere,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r362427463-Lanna_Thai_Restaurant-Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/0a/da/95/7c/aanthius.jpg,aanthius,25 reviews,Reviewed 8 April 2016 ,"The food is definitely good but the whole place has a strange atmosphere. Put it down to it trying to be a classy, high end Thai restaurant but the offer is typical takeaway style food. Cheap and tasty so by all means pay a visit...More",Date of visit: April 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,More
Better than hospital food,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r361649577-Lanna_Thai_Restaurant-Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/08/86/01/92/jason-f.jpg,Jason F,130 reviews,Reviewed 5 April 2016 ,I gave this place  an extra star as it is one of the only places catering for the line of hospitals along Flemington Parade.  Really I am amazed there is not more.  Much better than hospital food.  Seemed happy to cater for children but no...More,Date of visit: April 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Almost always a pleaser,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r356973056-Lanna_Thai_Restaurant-Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/eb/6d/default-avatar-2020-19.jpg,beaustravels,377 reviews,Reviewed 20 March 2016 ,We have been here so many times and only had one experience which was lackluster due to new wait staff. Our most recent visit confirmed why this is one of our favourites. Whether you want to get take away or dine in the food is...More,Date of visit: February 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Fantastic all round,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r352036005-Lanna_Thai_Restaurant-Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-s/01/2a/fd/9c/avatar.jpg,Jennifish,124 reviews,Reviewed 1 March 2016 ,"This restaurant is one of the best Thai food we have eaten i Melbourne. We had a most enjoyable meal here. The service was very efficient, the meals come to the table very quickly. The food sizing was very generous and delicious. I recommend booking...More",Date of visit: March 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Choice 'hospital' food,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r343235407-Lanna_Thai_Restaurant-Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e7/3d/default-avatar-2020-55.jpg,Transit_Taurus,51 reviews,Reviewed 28 January 2016 ,"Being an in-patient at Royal Women's for a number of weeks, Lanna Thai was recommended by other long term patients as a great meal for a good price. We had the Putt Thai mains (chicken and prawn) with spring rolls for entrees and enjoyed them...More",Date of visit: December 2015,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
"Good Food, Reasonably priced",https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r340378107-Lanna_Thai_Restaurant-Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/0a/0e/61/8c/lorelle-c.jpg,Lorelle C,80 reviews,Reviewed 16 January 2016 ,"Lanna Thai is a small restaurant with great food. They do service a lot of take away orders, but that evening we were served promptly by friendly staff. The satay skewers and fish cakes for entree were delicious and we enjoyed the green curry and...More",Date of visit: January 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Terrible Service,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d5092043-r333395297-Lanna_Thai_Restaurant-Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ed/ce/default-avatar-2020-7.jpg,jima4327,18 reviews,Reviewed 17 December 2015 ,"Our family of 5 arrived for dinner at 5pm on Sunday. We were the only ones in the restaurant. After waiting 10 mins. to be served, I asked if we could place our order as the children were hungry. We waited a further 5 mins....More",Date of visit: December 2015,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
